Type ouvrage;Code ligne 1;Nom ligne 1;Propriétaire ligne 1;Etat;TENSION;Source donnée;Geo Shape;Nombre circuit;Code ligne 2;Nom ligne 2;Propriétaire ligne 2;Code ligne 3;Nom ligne 3;Propriétaire ligne 3;Code ligne 4;Nom ligne 4;Propriétaire ligne 4;Code ligne 5;Nom ligne 5;Proprietaire ligne 5;geo_point_2d
AERIEN;MERLAL62SOULL;LIAISON 225kV N0 2 MERLATIERE - SOULLANS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.3317686259, 46.7772318455], [-1.3324667892, 46.7778535853]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.7775427154, -1.33211770755
AERIEN;PESSAL62SAUCA;LIAISON 225kV N0 2 PESSAC-SAUCATS;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-0.6647115555, 44.7856591907], [-0.6655529016, 44.7871896511], [-0.6659328401, 44.7875476216]], ""type"": ""LineString""}";1;;;;;;;;;;;;;44.78664169862328, -0.6652727462344783
AERIEN;ATTAQL72WARAN;LIAISON 400kV N0 2 ATTAQUES (LES) - WARANDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[1.9154548588, 50.9208794225], [1.9160701256, 50.9201885902]], ""type"": ""LineString""}";1;;;;;;;;;;;;;50.920534006349996, 1.9157624921999998
AERIEN;.SSTRL61CORNI;LIAISON 225kV N0 1 CORNIER-SAINT-TRIPHON;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.5433102462, 46.2138104259], [6.534159865, 46.2100030499], [6.5292519232, 46.2080859859]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.21091324170594, 6.5362951854300935
AERIEN;.RIDDL61CORNI;LIAISON 225kV N0 1 CORNIER-RIDDES;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[6.5433102462, 46.2138104259], [6.5343793909, 46.2096618107], [6.5292519232, 46.2080859859]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.21072679379433, 6.5363660765398635
AERIEN;CAPELL71LONNY;LIAISON 400kV N0 1 CAPELLE (LA) - LONNY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[4.5713371798, 49.8275952201], [4.5691348728, 49.8263493224], [4.5651950143, 49.8241579734], [4.560268522, 49.8214345617], [4.5563550051, 49.8195741787], [4.5481791717, 49.8156848578], [4.5438097834, 49.8136025111], [4.5385763807, 49.8111292166], [4.5344207633, 49.8091570071], [4.5301481165, 49.807157398], [4.5250077764, 49.8056150661], [4.517389164, 49.803365672], [4.5106189815, 49.8013739544], [4.5022958397, 49.7989121262], [4.4969057042, 49.7973160395], [4.4872058943, 49.7949177599], [4.4824757943, 49.7937459916], [4.4743109415, 49.7917216049], [4.4683688745, 49.790227952], [4.4630136179, 49.7889094003], [4.4544506862, 49.7906903718], [4.4491324144, 49.7917403867], [4.4411627149, 49.7933803581], [4.4339041859, 49.7948577624], [4.4274340628, 49.7961916998], [4.4199774193, 49.7977093036], [4.4141840513, 49.7988998409], [4.4077099712, 49.8002290889], [4.4006578983, 49.8016589923], [4.3935267496, 49.8031029239], [4.3860462681, 49.8046285878], [4.3768477883, 49.8065163697], [4.3663820883, 49.8086530601], [4.3616922304, 49.8096059209], [4.3553023707, 49.8109133886], [4.3513332143, 49.8117229796], [4.3456981308, 49.8128698217], [4.3415002359, 49.8142890778], [4.3351993918, 49.8163906194], [4.3263199964, 49.8193789688], [4.3212354441, 49.8210820272], [4.3153631957, 49.8230620472], [4.3085175454, 49.8253361169], [4.3020353878, 49.8275106694], [4.2951974919, 49.8298108704], [4.2877445317, 49.832309446], [4.2820291537, 49.8342241053], [4.2754868725, 49.8364131508], [4.270753131, 49.8380034159], [4.2634171957, 49.8404417217], [4.2586924204, 49.8420314459], [4.2518193182, 49.8435029084], [4.2456895474, 49.8448217294], [4.2376979234, 49.8465535346], [4.2306285366, 49.8480634], [4.2243940853, 49.8494046713], [4.2179859451, 49.8507754065], [4.210900937, 49.8523029582], [4.204804786, 49.8536057715], [4.1975788863, 49.8551530916], [4.1919277222, 49.856375424], [4.186188867, 49.8576002605], [4.1789809587, 49.8591372098], [4.1696833552, 49.8611385322], [4.160950235, 49.863004466], [4.1535611245, 49.864582026], [4.1479975569, 49.865773661], [4.1420948822, 49.8670365375], [4.1358142228, 49.8683807897], [4.1302346189, 49.8695699466], [4.1253025008, 49.871518447], [4.1194164979, 49.873848242], [4.1146293273, 49.8757248283], [4.1076714823, 49.8784905562], [4.1021352921, 49.8806780452], [4.0940853628, 49.8838624717], [4.0870255382, 49.8866449125], [4.0799137736, 49.889042125], [4.0698906566, 49.8924337397], [4.0613396862, 49.8953212756], [4.0545033356, 49.897632839], [4.047715792, 49.8999173637], [4.0409347248, 49.9022095689], [4.0334191864, 49.9047223127], [4.0284509942, 49.9064037755], [4.0220204751, 49.9085752428], [4.0165764825, 49.910423723], [4.0115626256, 49.9121030361], [4.0074394384, 49.9156398671], [4.0034924161, 49.919035827], [3.9988319076, 49.9230310244], [3.9936193741, 49.9274640332], [3.9889341905, 49.9315006094], [3.9840395367, 49.9356859163], [3.9799677155, 49.9391907043], [3.9762889001, 49.9423185439], [3.9728116161, 49.9453062436], [3.9665119069, 49.9507111175], [3.9632940251, 49.9534908294], [3.957583866, 49.958360538], [3.95375294, 49.9616935438], [3.9496618753, 49.9651353653], [3.9448420219, 49.9692707172], [3.9409134962, 49.971965382], [3.9386557159, 49.9737717558]], ""type"": ""LineString""}";1;;;;;;;;;;;;;49.85264285325462, 4.247339355999543
AERIEN;LAUNAL71TAUTE;LIAISON 400kV N0 1 LAUNAY - TAUTE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[-1.2523498601, 48.5615719729], [-1.2466661091, 48.5605770975], [-1.2398347745, 48.5593709826], [-1.2357333952, 48.5586508058], [-1.2278938926, 48.5583743259], [-1.2208541323, 48.557499168], [-1.214297098, 48.5566819993], [-1.2075645036, 48.5560506057], [-1.2018235199, 48.5555070612], [-1.1971879517, 48.5550714984], [-1.1946292658, 48.5571444961], [-1.1966265088, 48.5608086609], [-1.1989474081, 48.5650469463], [-1.1995037608, 48.5710503373], [-1.1984837748, 48.5769433182], [-1.1979284672, 48.5799527858], [-1.1959521331, 48.5830676438], [-1.1919727706, 48.5869125483], [-1.1870521646, 48.5916662409], [-1.1834842369, 48.5951125281], [-1.182054364, 48.5992087349], [-1.1808722707, 48.6025974811], [-1.180971579, 48.6067201929], [-1.1810598974, 48.6102781365], [-1.1811517416, 48.6136470055], [-1.1810940408, 48.6176546731], [-1.1810175813, 48.6224295197], [-1.1821279247, 48.6272716882], [-1.1830347652, 48.6316105932], [-1.1838836253, 48.6355696891], [-1.1851473274, 48.6416489611], [-1.1860248547, 48.6448270509], [-1.1874762183, 48.6501169765], [-1.1884258883, 48.6536321127], [-1.1897826495, 48.6586431699], [-1.1895336506, 48.6630658153], [-1.186766127, 48.666646425], [-1.185627409, 48.6719196495], [-1.1818142526, 48.6755366331], [-1.177473394, 48.6796583943], [-1.1772931179, 48.6846142313], [-1.1795513203, 48.6896938631], [-1.1798504366, 48.6955641017], [-1.1796965554, 48.6994385033], [-1.1781972759, 48.7033383301], [-1.1792292869, 48.7076634142], [-1.1802223009, 48.7118114873], [-1.1823371858, 48.7171841239], [-1.1836885045, 48.7205729505], [-1.1853705158, 48.7247050256], [-1.1860220421, 48.7285382567], [-1.1867160112, 48.7326349159], [-1.1874595709, 48.7369396359], [-1.1900309708, 48.7397730146], [-1.193910539, 48.7439755289], [-1.1979771996, 48.7484188783], [-1.2015887763, 48.7523231994], [-1.2060175276, 48.7572268946], [-1.2069798988, 48.7614385564], [-1.2079792243, 48.7660296771], [-1.2076707582, 48.7693462288], [-1.2072618327, 48.7739433548], [-1.2082511839, 48.778767217], [-1.2091556295, 48.7833360057], [-1.2100565368, 48.7879263849], [-1.2123713113, 48.7923669209], [-1.2163510347, 48.7961010407], [-1.2200572873, 48.7995465863], [-1.2247403271, 48.8038842662], [-1.2281086528, 48.8070335846], [-1.2313203304, 48.8107511665], [-1.2347720089, 48.8147304625], [-1.2364434416, 48.8194203048], [-1.2387977669, 48.8218567601], [-1.240879117, 48.824014747], [-1.2436019884, 48.826815371], [-1.243775118, 48.8312836268], [-1.2450269139, 48.8343068112], [-1.2464600816, 48.8377611288], [-1.2479180534, 48.841350618], [-1.2498053324, 48.8458677497], [-1.2513721292, 48.8496144985], [-1.2493245008, 48.8536527495], [-1.2475969054, 48.8570671953], [-1.2451495103, 48.8619031278], [-1.2431097236, 48.865914782], [-1.2427250825, 48.8697542662], [-1.2423164651, 48.8734153375], [-1.2419057912, 48.8772547641], [-1.2390585546, 48.8819100258], [-1.2381763803, 48.8862335288], [-1.2373889595, 48.8902636705], [-1.236666787, 48.8937384724], [-1.235149484, 48.9012706663], [-1.2342736807, 48.9050615295], [-1.2333180024, 48.9092811862], [-1.2319799791, 48.9152191232], [-1.230892102, 48.919882945], [-1.2313049705, 48.9229076927], [-1.2320267158, 48.9282153114], [-1.2310249421, 48.9324464836], [-1.2301365446, 48.9362249719], [-1.2285269839, 48.9401145148], [-1.2268598046, 48.9441564211], [-1.2251378144, 48.9483165048], [-1.2231134148, 48.9532011012], [-1.2216306066, 48.9575860361], [-1.2201382543, 48.9619907339], [-1.2186104469, 48.9665849061], [-1.2202005968, 48.9709395754], [-1.2204304436, 48.9753828153], [-1.2223741946, 48.9790154279], [-1.2242699232, 48.9825758556], [-1.2264217633, 48.9865662434], [-1.2264270063, 48.9865768816], [-1.2287351015, 48.9913116278], [-1.2296630461, 48.9956071994], [-1.2306571524, 48.9994646707], [-1.2287748345, 49.0034694248], [-1.2308970178, 49.0072187134], [-1.2330348298, 49.010991783], [-1.235988192, 49.0141461691], [-1.2399618356, 49.0183878076], [-1.2388441051, 49.0219179164], [-1.2389344049, 49.0257673431], [-1.2399138155, 49.0293606669], [-1.2406431767, 49.0334402879], [-1.2409568163, 49.0369485443], [-1.2413628798, 49.0422717112], [-1.2453432545, 49.0448329736], [-1.2502366451, 49.0479810001], [-1.2503197794, 49.0515764549], [-1.2543908497, 49.0551096199], [-1.2561456375, 49.0584803129], [-1.2562993107, 49.0615963343], [-1.2564517936, 49.0646733444], [-1.2588680791, 49.0679920754], [-1.2635227302, 49.0707885745], [-1.2669157903, 49.0744847642], [-1.2702226793, 49.07790101], [-1.2734075256, 49.0811950096], [-1.2771960283, 49.085006978], [-1.2806137053, 49.0883194818], [-1.2844251473, 49.0920839411], [-1.2882571244, 49.0956063209], [-1.29284143, 49.0997362275], [-1.29596814, 49.1025010528], [-1.298410749, 49.1054975231], [-1.3012490238, 49.1086390568], [-1.3037700399, 49.1114313615], [-1.3079647455, 49.1160364256], [-1.3099777141, 49.1195248218], [-1.312819773, 49.122199213], [-1.3164796729, 49.1252893323], [-1.3193251323, 49.1287248998], [-1.3223575638, 49.1338617582], [-1.3248769114, 49.1373046415], [-1.3287909377, 49.1426520958], [-1.3323292534, 49.1473006037], [-1.3312448189, 49.1507888744], [-1.3302312886, 49.1540480984], [-1.3297793919, 49.1582381625], [-1.3295300078, 49.1625708715], [-1.3292996916, 49.1665751255], [-1.3332425153, 49.168700396], [-1.3375358611, 49.1710141517], [-1.3412306594, 49.1747638131], [-1.3447567571, 49.1783413581], [-1.3485796156, 49.1822193515], [-1.355213785, 49.1857952688], [-1.3588429404, 49.1904261321], [-1.3620258637, 49.194490769], [-1.3648187209, 49.1985006774]], ""type"": ""LineString""}";2;LAUNAL72TAUTE;LIAISON 400kV N0 2 LAUNAY - TAUTE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.864824716492556, -1.2374786238238582
AERIEN;MORBRL71VLEVA;LIAISON 400kV N0 1 MORBRAS - VILLEVAUDE;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;400kV;RTE;"{""coordinates"": [[2.6636710356, 48.8965812448], [2.659701705, 48.8983056657], [2.6579590578, 48.8998861985], [2.6559665315, 48.9016835172], [2.6580714051, 48.9043775366], [2.6597603663, 48.9047684096], [2.6604788357, 48.9049445877]], ""type"": ""LineString""}";1;;;;;;;;;;;;;48.90070767436075, 2.6589783611039444
AERIEN;EGUZOL61MOUS5;LIAISON 225kV N0 1 EGUZON-MOUSSEAUX;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.6213212316, 46.4608429695], [1.6224144309, 46.4623622889], [1.6238316412, 46.4644963423], [1.6252558257, 46.4666034342], [1.6266644023, 46.4687176053], [1.6279699199, 46.4706547687], [1.6291366138, 46.4727592999], [1.6306452283, 46.4748155601], [1.632214438, 46.4769279547], [1.63369245, 46.4789515938], [1.6349821506, 46.4806393512], [1.6364620069, 46.4827376387], [1.6379363467, 46.4847674937], [1.6391498643, 46.4864241425], [1.6406886071, 46.4885263325], [1.642030223, 46.4903654775], [1.6434708075, 46.4923167748], [1.6448982724, 46.4942832686], [1.6462366202, 46.4960944501], [1.6476873924, 46.4980880404], [1.6493073121, 46.5003138622], [1.6508316057, 46.5023843293], [1.6522008489, 46.5042568028], [1.6536114173, 46.5061663956], [1.6550337329, 46.5080823385], [1.6566977669, 46.5103712934], [1.6577316437, 46.5117909316], [1.6593000013, 46.51393262], [1.6607326084, 46.5158917367], [1.6618655439, 46.5174324865], [1.6632637399, 46.51934368], [1.664801822, 46.5214392243], [1.6662630331, 46.5234362244], [1.6676668082, 46.5253428955], [1.6691757829, 46.5273950199], [1.6706629096, 46.5294308013], [1.6719438048, 46.5311774451], [1.6733876213, 46.5331472589], [1.6747404977, 46.5349923608], [1.6765295715, 46.537427493], [1.6780314714, 46.5394731548], [1.6795014024, 46.5414763261], [1.680966248, 46.5434776474], [1.6824569762, 46.5455042908], [1.6839310375, 46.5475164218], [1.6852602989, 46.5493243688], [1.6867246101, 46.5512968187], [1.6881977479, 46.5533034885], [1.6896697338, 46.5553065337], [1.6907837162, 46.5568243801], [1.6916249534, 46.5585790939], [1.6923797698, 46.5601470701], [1.693405919, 46.5622662998], [1.6945312994, 46.5646047097], [1.6952836954, 46.5661708523], [1.6961444925, 46.5679508283], [1.697146364, 46.5700518923], [1.6981447603, 46.5721223351], [1.6992400955, 46.5743876485], [1.7001406142, 46.5762514894], [1.7011531985, 46.5783552718], [1.7020754912, 46.5802651034], [1.7031367766, 46.5824573096], [1.7041928243, 46.5846584728], [1.705211924, 46.586790143], [1.7062428891, 46.5889182693], [1.7076728012, 46.5918754218], [1.708685731, 46.5939998259], [1.7096099028, 46.5959060022], [1.7103860696, 46.5975234491], [1.7113946247, 46.5995929198], [1.7124181281, 46.6017308415], [1.7134202573, 46.6038047575], [1.7142784933, 46.6055701771], [1.7153062219, 46.6077008955], [1.7163235265, 46.6098369453], [1.71733717, 46.6119576707], [1.7182964706, 46.6139278396], [1.7194443002, 46.6163173835], [1.7203642216, 46.6182045473], [1.7213654093, 46.6202999728], [1.7224055011, 46.6224261889], [1.7234873713, 46.6246758782], [1.724501645, 46.626790238], [1.7255263145, 46.6289163395], [1.7265958809, 46.6311218444], [1.7276308177, 46.6332785694], [1.7286415692, 46.6353865711], [1.7296664727, 46.6375207302], [1.730628003, 46.6394889964], [1.7316299542, 46.6415870251], [1.732655637, 46.6436725739], [1.7336001525, 46.6456632139], [1.7344071145, 46.6473418237], [1.736187662, 46.6485307264], [1.7382765323, 46.6500819997], [1.7405590159, 46.6517404105], [1.742788261, 46.6533814031], [1.7450636265, 46.6549991989], [1.7472803912, 46.6566112472], [1.7495129087, 46.6582287301], [1.7515471676, 46.659703898], [1.7535322708, 46.6611427894], [1.7557014711, 46.6627283356], [1.7580213847, 46.6644081719], [1.7601937683, 46.6659648557], [1.7620704357, 46.6673202755], [1.7641869439, 46.6688685028], [1.7664697403, 46.6705236856], [1.7686708938, 46.6721253329], [1.7703859518, 46.6733520495], [1.7727351669, 46.6750668137], [1.774970406, 46.6766945966], [1.776961988, 46.6781331023], [1.779082878, 46.679718855], [1.781416134, 46.6813865729], [1.7838387953, 46.6831464463], [1.7861330821, 46.6848183759], [1.7877982377, 46.6860166939], [1.7902043737, 46.6877709499], [1.792391484, 46.6893486701], [1.7946411441, 46.6909599314], [1.7967324606, 46.6924669351], [1.7989990111, 46.6941150767], [1.8012488889, 46.6957433003], [1.8035107444, 46.6973634359], [1.8058083057, 46.6989567008], [1.8072020839, 46.7000455014], [1.8075350944, 46.7012931146], [1.8080709926, 46.7030446811], [1.8087060547, 46.7051177127], [1.8093921085, 46.7073179212], [1.8100146201, 46.7095080232], [1.8107525418, 46.7117254659], [1.8114413524, 46.7139283709], [1.8121238533, 46.7161132476], [1.8127722617, 46.7183123587], [1.8134286388, 46.7203693508], [1.814117382, 46.7226019248], [1.8148166227, 46.7248372416], [1.8154742468, 46.7270525693], [1.8161726399, 46.7292518812], [1.8168493754, 46.7314504623], [1.8173662799, 46.7330899677], [1.8180700855, 46.7353549732], [1.8187594462, 46.7375632208], [1.8194498688, 46.7398029632], [1.8201291917, 46.7419778708], [1.8205483527, 46.7433076962], [1.8211692212, 46.7453086926], [1.8219146889, 46.7476989092], [1.822363842, 46.7491872053], [1.8229470687, 46.7510314764], [1.8235141485, 46.7529260529], [1.8241101256, 46.7548144582], [1.8250005806, 46.7561616731], [1.8262184263, 46.7580546477], [1.8275356392, 46.7601090998], [1.8288554692, 46.7621743412], [1.8300787885, 46.7640708983], [1.8314120077, 46.7661253683], [1.8327231449, 46.7681716315], [1.8339983225, 46.7701529428], [1.8353330166, 46.7722217678], [1.8366833354, 46.7743113367], [1.8380377363, 46.7763955088], [1.8393675681, 46.7784570653], [1.8407028059, 46.7805114306], [1.8420250005, 46.782571121], [1.8433461683, 46.7846109982], [1.8446465935, 46.7866381742], [1.8460132865, 46.7887348934], [1.8473474468, 46.7908197607], [1.8484329931, 46.7927407076], [1.8430061667, 46.7937124163], [1.835873314, 46.7949894866], [1.8284421569, 46.7963286636], [1.8210421307, 46.7976612019], [1.8141759089, 46.7988940421], [1.8076283042, 46.8000685686], [1.8005606326, 46.8013401473], [1.792462844, 46.8027928947], [1.7844331691, 46.8042277896], [1.777297478, 46.8055093178], [1.7652305871, 46.8076781293], [1.753516355, 46.8086491039], [1.7459068002, 46.8092847933], [1.7382603175, 46.8099251833], [1.7309587215, 46.8105264054], [1.7271004621, 46.8114964471]], ""type"": ""LineString""}";1;;;;;;;;;;;;;46.66765598241133, 1.7486012950291452
AERIEN;GRAFFL61STRAS;LIAISON 225kV N0 1 GRAFFENSTADEN-STRASBOURG;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[7.7988676474, 48.5244039508], [7.7989177483, 48.5236715351], [7.7980486275, 48.5209499045], [7.7970495585, 48.5178051492], [7.7954788936, 48.5149620983], [7.7935310537, 48.5122496359], [7.7899412449, 48.5087634585], [7.7866449428, 48.5054858639], [7.7822754425, 48.5012114576], [7.7743099671, 48.4995499381], [7.7742997098, 48.4995477966], [7.7681920846, 48.497004813]], ""type"": ""LineString""}";2;ILLKIL31STRAS;LIAISON 63kV N0 1 ILLKIRCH-STRASBOURG;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.507767711819746, 7.786329074025315
AERIEN;BREN5L61VERFE;LIAISON 225kV N0 1 BRENS - VERFEIL;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[1.9605099304, 43.905600508], [1.9610989369, 43.9050717474], [1.9620314272, 43.9025525543], [1.9586693638, 43.8992298221], [1.9558514415, 43.896437152], [1.9531498658, 43.8937607934], [1.9492346869, 43.8898962634], [1.9452156569, 43.8859015042], [1.940640022, 43.8813864033], [1.9374405649, 43.8781890598], [1.9337143013, 43.8745176202], [1.9291450872, 43.8699681971], [1.9261162213, 43.8669676967], [1.9223724476, 43.8632399101], [1.9201355116, 43.8610476604], [1.9174084205, 43.8583438512], [1.9136097206, 43.85457062], [1.9111103281, 43.8520993927], [1.9082297348, 43.8481052962], [1.9068939056, 43.8463000244], [1.9040997804, 43.842461784], [1.9014023103, 43.8387335416], [1.8992679736, 43.8357996665], [1.8972231249, 43.8335884182], [1.8939464518, 43.830019186], [1.8909203208, 43.8267602187], [1.8878614412, 43.823415275], [1.8848137505, 43.8201295372], [1.8818022174, 43.8168374869], [1.8793902482, 43.8142117606], [1.8766218728, 43.8112305561], [1.872531865, 43.8067804198], [1.8685924093, 43.8025139023], [1.8646008159, 43.7981684259], [1.8623955124, 43.7957707268], [1.8608644766, 43.7941032903], [1.8567517777, 43.7896440676], [1.8547489854, 43.7874706897], [1.8511630558, 43.7835528016], [1.847689539, 43.7798073676], [1.8437457239, 43.7754966859], [1.8409080023, 43.7724303955], [1.8366082004, 43.7677681561], [1.8344494022, 43.7654281252], [1.830586532, 43.7636491152], [1.8260712853, 43.7615484893], [1.8220096235, 43.7596741189], [1.8166219633, 43.7572130617], [1.8118598328, 43.7550317359], [1.807176854, 43.7528593098], [1.8029591965, 43.7509313299], [1.7989168418, 43.7494577457], [1.794067909, 43.7476761379], [1.7904592448, 43.7463464487], [1.788121435, 43.7454808231], [1.7848106519, 43.7435477556], [1.7794082453, 43.740367101], [1.7745601655, 43.7375086294], [1.7700631374, 43.734839748], [1.7650517305, 43.7318833698], [1.760816153, 43.7293982419], [1.7563600319, 43.7267573356], [1.7523501349, 43.7243734126], [1.7504533445, 43.723264502], [1.7479381938, 43.7201366676], [1.7455010235, 43.7170805794], [1.7425250443, 43.7133224077], [1.7406559982, 43.7109657216], [1.736245881, 43.7053967392], [1.7345768986, 43.7032804457], [1.731949149, 43.7000119639], [1.7299434113, 43.6974731394], [1.7277012863, 43.6946625645], [1.7245951421, 43.6907390056], [1.7210318495, 43.6862311878], [1.7178650815, 43.6822719637], [1.7138046644, 43.6771583879], [1.7111271854, 43.6737645034], [1.7073365543, 43.6689994171], [1.7036540218, 43.6643579007]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.78258476740349, 1.8349938268547206
AERIEN;BOUTRL61FAVAR;LIAISON 225kV N0 1 BOUTRE - FAVARY;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[5.8308754603, 43.691060289], [5.8310732922, 43.6905656183], [5.8292233952, 43.6882534342], [5.8275670284, 43.6839479353], [5.8252988883, 43.6829862775], [5.8201505346, 43.6808293446], [5.8160326321, 43.6790829857], [5.8103842416, 43.6767334044], [5.8059946029, 43.6746668339], [5.8002898318, 43.671474371], [5.7963980552, 43.6684889268], [5.7927156049, 43.6657195331], [5.7903009687, 43.6638898874], [5.7856602958, 43.6604029441], [5.7799673009, 43.656119718], [5.7743043982, 43.6518320378], [5.7697283113, 43.6484030893], [5.7662020664, 43.645706859], [5.7644344405, 43.6439176512], [5.7597618951, 43.6391138262], [5.7548384967, 43.6332911666], [5.7516969838, 43.629588537], [5.7482943285, 43.6255566167], [5.7467773791, 43.6237662922], [5.7430575212, 43.6193749447], [5.7407846565, 43.616626854], [5.7377124933, 43.6130409395], [5.7353685858, 43.6102721473], [5.7316935308, 43.6058756805], [5.7294050489, 43.6032421555], [5.7248213609, 43.5978239817], [5.722211228, 43.594758801], [5.7193858852, 43.5913612436], [5.7158729565, 43.5871511933], [5.7132558041, 43.5840951559], [5.7096188175, 43.5798015678], [5.7054516612, 43.5748928093], [5.7036511743, 43.572763449], [5.7002613376, 43.5687133603], [5.6950094615, 43.5625028076], [5.691099362, 43.557873425], [5.6877827235, 43.553899937], [5.6832429082, 43.5485351349], [5.6803292247, 43.5451123904], [5.6782213476, 43.542614954], [5.6766764622, 43.5407742954], [5.674659003, 43.5385365018], [5.6724864936, 43.5360757019], [5.6693867234, 43.5325861588], [5.6651195646, 43.5277704477], [5.6612383778, 43.5234211895], [5.6578899657, 43.5196620822], [5.6537962623, 43.5151054261], [5.6495592505, 43.5124669662], [5.6457389078, 43.5100873303], [5.6409382862, 43.5070923604], [5.6360115395, 43.5040335916], [5.631680689, 43.5013094882], [5.6279318595, 43.4989995163], [5.6233432864, 43.4961373467], [5.6190789492, 43.493470045], [5.6168859133, 43.4912467912], [5.6118031729, 43.4860827526], [5.6095414025, 43.483768728], [5.6076626363, 43.4818848823], [5.6044135908, 43.4779815128], [5.6027031362, 43.4781579977]], ""type"": ""LineString""}";1;;;;;;;;;;;;;43.58617055824216, 5.716074654937503
AERIEN;B.EPIL61DOMLO;LIAISON 225kV N0 1 BELLE-EPINE-DOMLOUP;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[-1.6465875393, 48.1428080568], [-1.6401176404, 48.1413240652], [-1.6336804041, 48.1396261415], [-1.6285826223, 48.1398093399], [-1.6236180887, 48.1401723866], [-1.6190912321, 48.1376105895], [-1.613921291, 48.1350405733], [-1.6079652305, 48.13209613]], ""type"": ""LineString""}";2;DOMLOL62ZSSL7;LIAISON 225kV N0 2 BELLE-EPINE - DOMLOUP - ST-LAURENT;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;48.13867488349119, -1.626863710092938
AERIEN;CHABRL61ZCBAU;LIAISON 225kV N0 1 BEAUMONT-MONTEUX - CHABRILLAN - CHAMBAUD;MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[4.9151897558, 44.8304769053], [4.9130549545, 44.82635314], [4.910829545, 44.8220578844], [4.9097148037, 44.8167338599], [4.9086044652, 44.8117979608], [4.9075300374, 44.8067947264], [4.906429368, 44.8016452415], [4.9050911993, 44.7954911526], [4.9027002183, 44.7890877149], [4.9012898669, 44.7853744851], [4.9001205866, 44.7821535602], [4.9001109194, 44.7821273274], [4.8989692342, 44.7790369655], [4.8972059921, 44.7745276768], [4.8958479113, 44.7708419153], [4.8939224984, 44.7667561612], [4.8925624097, 44.7611994733], [4.8913136775, 44.7560929401], [4.8903511079, 44.7522333182], [4.8892163711, 44.7475328757], [4.8882154768, 44.7434686105], [4.8872254383, 44.7383640207], [4.8863621611, 44.7338326933], [4.8855732969, 44.7297908011], [4.8846277056, 44.724934105], [4.8835866961, 44.7195323204], [4.8819974253, 44.7158950619], [4.8801746873, 44.7117303711], [4.8795088166, 44.7097541634]], ""type"": ""LineString""}";2;L.NEUL61ZMANG;LIAISON 225kV N0 1 ETOILE-SUR-RHONE - LOGIS-NEUF - VALENCE;MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;44.770366329646826, 4.896640564310489
AERIEN;GUARBL61ISBE5;LIAISON 225kV N0 1 GUARBECQUE - ISBERGUES(UGINE ACIERS) (225kV);MAINTENU PAR ET PROPRIETE RTE;EN EXPLOITATION;225kV;RTE;"{""coordinates"": [[2.4760168554, 50.6231769012], [2.4817502571, 50.6230780313], [2.4880215437, 50.6229663102], [2.4934455116, 50.6228617124], [2.4989194256, 50.6214195432], [2.5041137779, 50.620040206]], ""type"": ""LineString""}";2;GUARBL62ISBE5;LIAISON 225kV N0 2 GUARBECQUE-ISBERGUES(UGINE ACIERS) (225kV);MAINTENU PAR ET PROPRIETE RTE;;;;;;;;;;50.622414694490374, 2.490177380279385
